Gender_F_Flag,Gender_M_Flag,Residence_distance_from_store,time_in_store,accompanying_people,family_size,total_purchase_amount,F1,F2,F3,F4
1,0,1,50,1,6,1110,50,2500,1,1
0,1,11,39,2,3,2036,0,1521,4,121
1,0,9,55,5,3,2132,55,3025,25,81
1,0,4,52,3,4,1546,52,2704,9,16
1,0,4,53,5,3,1906,53,2809,25,16
1,0,3,52,3,5,947,52,2704,9,9
1,0,0,47,0,4,654,47,2209,0,0
0,1,6,37,1,4,1172,0,1369,1,36
1,0,5,52,2,3,1192,52,2704,4,25
0,1,8,38,3,3,1907,0,1444,9,64
1,0,6,52,2,4,1589,52,2704,4,36
1,0,7,54,4,2,1647,54,2916,16,49
1,0,11,55,5,4,2874,55,3025,25,121
1,0,5,53,3,4,1882,53,2809,9,25
1,0,3,52,3,5,1510,52,2704,9,9
1,0,5,53,3,3,1791,53,2809,9,25
1,0,7,52,1,5,1614,52,2704,1,49
1,0,4,52,3,2,1673,52,2704,9,16
1,0,5,54,6,3,1870,54,2916,36,25
1,0,4,52,3,5,1744,52,2704,9,16
0,1,8,38,2,3,1745,0,1444,4,64
1,0,3,52,3,5,1280,52,2704,9,9
1,0,6,51,0,3,900,51,2601,0,36
0,1,4,38,4,2,1640,0,1444,16,16
1,0,5,52,2,5,1424,52,2704,4,25
1,0,8,52,1,4,1403,52,2704,1,64
1,0,5,53,3,6,1596,53,2809,9,25
0,1,4,38,5,3,1590,0,1444,25,16
0,1,5,38,3,4,1750,0,1444,9,25
0,1,2,37,4,3,1560,0,1369,16,4
0,1,0,34,3,3,1333,0,1156,9,0
0,1,3,36,1,5,609,0,1296,1,9
1,0,2,52,4,5,1394,52,2704,16,4
1,0,3,52,3,4,1648,52,2704,9,9
1,0,4,53,4,3,1797,53,2809,16,16
0,1,3,36,2,3,1072,0,1296,4,9
1,0,3,51,2,4,1313,51,2601,4,9
1,0,2,51,2,4,1403,51,2601,4,4
1,0,5,52,2,3,1111,52,2704,4,25
1,0,3,50,0,4,717,50,2500,0,9
0,1,7,39,4,4,1720,0,1521,16,49
0,1,6,38,3,3,1338,0,1444,9,36
1,0,7,51,0,4,972,51,2601,0,49
0,1,6,37,1,4,1125,0,1369,1,36
1,0,3,51,2,5,1073,51,2601,4,9
1,0,4,52,3,3,1465,52,2704,9,16
0,1,5,38,4,5,1843,0,1444,16,25
1,0,2,50,1,4,921,50,2500,1,4
1,0,0,49,2,5,1229,49,2401,4,0
1,0,1,50,1,5,788,50,2500,1,1
0,1,2,36,2,5,940,0,1296,4,4
1,0,5,54,5,4,1993,54,2916,25,25
1,0,5,52,2,5,1045,52,2704,4,25
1,0,5,53,3,4,1904,53,2809,9,25
0,1,4,39,6,4,1735,0,1521,36,16
1,0,7,53,2,6,1316,53,2809,4,49
1,0,4,52,2,5,1464,52,2704,4,16
0,1,5,37,2,5,1294,0,1369,4,25
1,0,6,53,3,5,2151,53,2809,9,36
1,0,4,52,3,4,1460,52,2704,9,16
1,0,5,51,1,4,1232,51,2601,1,25
1,0,6,53,4,4,2134,53,2809,16,36
0,1,5,38,3,4,1686,0,1444,9,25
1,0,5,51,1,5,1435,51,2601,1,25
1,0,5,53,3,6,1643,53,2809,9,25
1,0,5,52,2,5,1025,52,2704,4,25
1,0,5,50,0,6,1336,50,2500,0,25
1,0,5,52,2,5,1238,52,2704,4,25
1,0,5,53,3,3,1583,53,2809,9,25
0,1,10,40,6,3,2766,0,1600,36,100
0,1,4,40,8,6,2312,0,1600,64,16
1,0,5,51,1,4,1431,51,2601,1,25
1,0,6,54,5,5,1794,54,2916,25,36
1,0,8,53,2,4,1815,53,2809,4,64
1,0,7,54,4,4,1974,54,2916,16,49
1,0,3,52,4,4,1930,52,2704,16,9
0,1,4,37,3,3,1630,0,1369,9,16
1,0,5,51,1,3,917,51,2601,1,25
0,1,4,38,4,5,1564,0,1444,16,16
1,0,7,52,1,5,1842,52,2704,1,49
1,0,6,52,2,2,1486,52,2704,4,36
1,0,8,54,4,3,2355,54,2916,16,64
1,0,1,51,3,2,853,51,2601,9,1
0,1,4,37,2,3,1252,0,1369,4,16
1,0,2,52,4,3,1650,52,2704,16,4
1,0,5,50,0,5,1129,50,2500,0,25
0,1,3,37,4,4,1236,0,1369,16,9
1,0,1,50,1,4,1181,50,2500,1,1
1,0,6,52,2,4,2023,52,2704,4,36
0,1,9,39,3,5,1775,0,1521,9,81
1,0,3,51,2,6,1623,51,2601,4,9
0,1,4,38,4,5,1401,0,1444,16,16
0,1,4,37,2,4,1196,0,1369,4,16
1,0,4,50,0,5,882,50,2500,0,16
1,0,5,52,2,3,1829,52,2704,4,25
1,0,10,54,4,5,2151,54,2916,16,100
0,1,7,38,3,3,1525,0,1444,9,49
0,1,6,37,2,4,1306,0,1369,4,36
1,0,6,52,1,4,1513,52,2704,1,36
1,0,7,54,5,5,1950,54,2916,25,49
1,0,5,52,2,5,1751,52,2704,4,25
1,0,5,52,2,6,1497,52,2704,4,25
1,0,3,51,2,4,835,51,2601,4,9
1,0,8,53,2,4,1915,53,2809,4,64
1,0,6,53,3,2,1674,53,2809,9,36
1,0,8,52,1,3,1728,52,2704,1,64
0,1,4,38,4,4,1570,0,1444,16,16
1,0,4,52,3,4,1850,52,2704,9,16
1,0,5,51,1,5,1226,51,2601,1,25
0,1,5,37,2,6,1299,0,1369,4,25
0,1,3,37,3,7,838,0,1369,9,9
1,0,5,51,1,4,1079,51,2601,1,25
1,0,5,51,1,5,1788,51,2601,1,25
1,0,6,54,5,5,1900,54,2916,25,36
0,1,1,36,4,3,1442,0,1296,16,1
1,0,4,52,2,3,1222,52,2704,4,16
0,1,4,38,4,4,1510,0,1444,16,16
1,0,4,52,3,3,1472,52,2704,9,16
0,1,2,37,4,3,1500,0,1369,16,4
1,0,4,53,5,5,1575,53,2809,25,16
0,1,6,37,1,4,1204,0,1369,1,36
1,0,6,52,1,4,942,52,2704,1,36
1,0,3,52,3,4,1825,52,2704,9,9
1,0,8,54,4,3,2105,54,2916,16,64
0,1,3,38,5,5,1314,0,1444,25,9
1,0,6,53,4,4,1784,53,2809,16,36
1,0,4,51,1,4,1227,51,2601,1,16
1,0,9,52,1,3,1721,52,2704,1,81
1,0,7,55,6,4,2064,55,3025,36,49
1,0,4,52,3,5,1523,52,2704,9,16
1,0,3,51,1,5,952,51,2601,1,9
1,0,5,51,1,3,1079,51,2601,1,25
1,0,2,51,3,5,1281,51,2601,9,4
1,0,6,52,2,4,1385,52,2704,4,36
0,1,3,36,1,4,1001,0,1296,1,9
1,0,5,53,4,3,1837,53,2809,16,25
0,1,7,40,8,4,2331,0,1600,64,49
0,1,8,38,2,4,1327,0,1444,4,64
1,0,7,53,2,3,1875,53,2809,4,49
0,1,2,37,4,6,1086,0,1369,16,4
1,0,7,54,4,3,1690,54,2916,16,49
1,0,6,53,3,5,1818,53,2809,9,36
1,0,7,55,6,3,2309,55,3025,36,49
1,0,12,52,0,5,1901,52,2704,0,144
0,1,6,39,5,3,2109,0,1521,25,36
0,1,9,38,2,4,1565,0,1444,4,81
0,1,3,36,2,4,1392,0,1296,4,9
1,0,6,53,3,4,1599,53,2809,9,36
1,0,6,53,3,4,1878,53,2809,9,36
1,0,4,52,2,4,1360,52,2704,4,16
1,0,9,55,5,3,2111,55,3025,25,81
1,0,9,55,5,3,2369,55,3025,25,81
1,0,4,53,5,5,1759,53,2809,25,16
1,0,8,53,3,4,1944,53,2809,9,64
1,0,4,53,5,4,1695,53,2809,25,16
1,0,3,52,4,5,1597,52,2704,16,9
0,1,3,36,1,5,811,0,1296,1,9
0,1,6,37,1,6,1501,0,1369,1,36
1,0,7,55,8,4,3042,55,3025,64,49
1,0,4,52,2,3,1329,52,2704,4,16
1,0,8,54,5,3,1900,54,2916,25,64
1,0,1,50,1,4,575,50,2500,1,1
0,1,10,40,5,6,2015,0,1600,25,100
1,0,11,53,1,5,2003,53,2809,1,121
1,0,5,50,0,3,1243,50,2500,0,25
0,1,6,36,0,3,1331,0,1296,0,36
1,0,2,53,6,3,1496,53,2809,36,4
1,0,10,53,2,3,1788,53,2809,4,100
1,0,9,53,2,4,1896,53,2809,4,81
0,1,4,38,4,4,1386,0,1444,16,16
1,0,5,54,5,4,1724,54,2916,25,25
0,1,2,38,6,4,1758,0,1444,36,4
1,0,2,54,9,7,2237,54,2916,81,4
1,0,4,52,3,2,1743,52,2704,9,16
1,0,6,53,4,4,1880,53,2809,16,36
0,1,1,36,4,4,1510,0,1296,16,1
1,0,2,50,1,3,1038,50,2500,1,4
0,1,7,38,3,6,1508,0,1444,9,49
0,1,4,35,0,5,564,0,1225,0,16
1,0,6,52,2,4,1399,52,2704,4,36
1,0,5,53,3,4,1970,53,2809,9,25
1,0,7,54,4,4,2031,54,2916,16,49
1,0,3,53,5,5,1966,53,2809,25,9
1,0,3,51,2,4,1054,51,2601,4,9
0,1,5,37,2,5,1464,0,1369,4,25
1,0,2,51,3,5,1387,51,2601,9,4
1,0,3,52,4,5,1883,52,2704,16,9
0,1,4,38,5,3,1872,0,1444,25,16
1,0,8,54,4,4,2169,54,2916,16,64
0,1,3,37,3,5,1297,0,1369,9,9
1,0,6,52,1,4,1627,52,2704,1,36
0,1,5,37,2,4,1474,0,1369,4,25
1,0,6,52,2,2,1447,52,2704,4,36
1,0,10,54,3,5,2114,54,2916,9,100
1,0,8,53,3,4,1930,53,2809,9,64
1,0,2,51,2,3,910,51,2601,4,4
1,0,3,51,2,4,1514,51,2601,4,9
1,0,4,53,4,6,1627,53,2809,16,16
1,0,3,51,1,4,1229,51,2601,1,9
0,1,1,35,2,5,206,0,1225,4,1
1,0,1,51,4,4,815,51,2601,16,1
0,1,4,37,3,3,1273,0,1369,9,16
1,0,5,55,8,5,2432,55,3025,64,25
0,1,4,37,2,3,1218,0,1369,4,16
0,1,4,37,3,4,1488,0,1369,9,16
1,0,4,52,3,5,1571,52,2704,9,16
1,0,3,52,4,2,1599,52,2704,16,9
1,0,4,52,3,2,1595,52,2704,9,16
0,1,5,39,5,5,1519,0,1521,25,25
1,0,6,54,6,4,2172,54,2916,36,36
1,0,5,51,1,5,736,51,2601,1,25
0,1,3,36,2,4,1270,0,1296,4,9
1,0,2,50,1,2,929,50,2500,1,4
1,0,4,50,0,4,1453,50,2500,0,16
1,0,6,52,2,6,1394,52,2704,4,36
1,0,7,52,1,6,1714,52,2704,1,49
1,0,3,51,2,4,1363,51,2601,4,9
1,0,4,53,5,5,2076,53,2809,25,16
0,1,2,37,4,5,1189,0,1369,16,4
0,1,7,38,2,2,1759,0,1444,4,49
1,0,6,53,3,4,2055,53,2809,9,36
1,0,6,54,6,4,2331,54,2916,36,36
1,0,1,50,2,3,1186,50,2500,4,1
1,0,7,54,4,4,2043,54,2916,16,49
1,0,3,50,0,5,1007,50,2500,0,9
1,0,10,53,1,4,1987,53,2809,1,100
0,1,4,37,2,6,1023,0,1369,4,16
0,1,7,38,2,5,1500,0,1444,4,49
0,1,3,37,3,5,1160,0,1369,9,9
1,0,5,53,4,3,1695,53,2809,16,25
0,1,4,37,2,3,1079,0,1369,4,16
0,1,6,38,3,3,1837,0,1444,9,36
1,0,6,54,6,2,1994,54,2916,36,36
1,0,3,52,4,3,1418,52,2704,16,9
1,0,2,51,3,6,1171,51,2601,9,4
1,0,6,53,4,4,1957,53,2809,16,36
1,0,7,55,6,2,2566,55,3025,36,49
0,1,3,38,6,6,1870,0,1444,36,9
0,1,5,38,4,4,1596,0,1444,16,25
0,1,4,38,4,4,1655,0,1444,16,16
0,1,6,38,4,5,1229,0,1444,16,36
0,1,3,35,0,3,1263,0,1225,0,9
1,0,3,51,2,4,1508,51,2601,4,9
1,0,4,52,2,4,1352,52,2704,4,16
1,0,4,53,4,3,1605,53,2809,16,16
1,0,9,53,2,3,1570,53,2809,4,81
0,1,4,37,2,6,871,0,1369,4,16
1,0,4,52,2,4,1354,52,2704,4,16
1,0,5,53,3,4,1847,53,2809,9,25
1,0,6,52,2,4,1601,52,2704,4,36
1,0,4,52,2,6,1565,52,2704,4,16
1,0,4,53,4,3,1481,53,2809,16,16
1,0,5,54,5,2,2050,54,2916,25,25
1,0,8,53,3,5,2146,53,2809,9,64
0,1,5,38,3,4,1487,0,1444,9,25
0,1,5,39,5,5,1914,0,1521,25,25
1,0,10,56,7,4,3193,56,3136,49,100
1,0,8,53,2,4,2016,53,2809,4,64
1,0,4,51,1,3,1422,51,2601,1,16
1,0,7,54,4,5,1794,54,2916,16,49
1,0,4,53,4,1,1547,53,2809,16,16
0,1,4,38,5,6,1603,0,1444,25,16
1,0,3,52,3,5,1275,52,2704,9,9
1,0,5,53,4,5,1632,53,2809,16,25
0,1,4,37,3,3,871,0,1369,9,16
0,1,3,38,5,6,1748,0,1444,25,9
1,0,2,51,3,4,1254,51,2601,9,4
0,1,2,35,1,4,537,0,1225,1,4
0,1,4,38,4,4,1158,0,1444,16,16
0,1,8,38,2,5,1536,0,1444,4,64
1,0,1,50,1,4,648,50,2500,1,1
1,0,6,52,1,5,1490,52,2704,1,36
1,0,5,51,1,4,1987,51,2601,1,25
1,0,5,54,5,4,1948,54,2916,25,25
1,0,6,53,4,4,1821,53,2809,16,36
1,0,5,53,3,5,1336,53,2809,9,25
0,1,6,37,1,2,887,0,1369,1,36
1,0,9,52,1,3,2018,52,2704,1,81
0,1,12,39,2,3,1826,0,1521,4,144
1,0,5,52,2,3,1017,52,2704,4,25
1,0,3,51,1,4,936,51,2601,1,9
1,0,4,54,7,4,2406,54,2916,49,16
1,0,8,55,6,3,2161,55,3025,36,64
0,1,11,39,2,5,1940,0,1521,4,121
0,1,6,37,2,5,1407,0,1369,4,36
1,0,1,51,3,5,1250,51,2601,9,1
1,0,4,54,6,3,1834,54,2916,36,16
1,0,5,51,1,4,1201,51,2601,1,25
0,1,6,37,2,6,839,0,1369,4,36
0,1,5,39,7,2,2021,0,1521,49,25
1,0,9,53,2,4,1836,53,2809,4,81
1,0,3,52,4,3,1293,52,2704,16,9
1,0,7,54,4,2,2292,54,2916,16,49
0,1,3,35,0,5,727,0,1225,0,9
0,1,5,36,1,4,534,0,1296,1,25
1,0,2,51,3,3,1137,51,2601,9,4
1,0,5,52,2,5,1563,52,2704,4,25
1,0,5,53,4,3,1654,53,2809,16,25
1,0,4,50,0,2,1157,50,2500,0,16
1,0,4,52,2,4,983,52,2704,4,16
0,1,2,36,3,3,986,0,1296,9,4
0,1,6,38,4,3,2041,0,1444,16,36
1,0,5,53,4,4,1903,53,2809,16,25
1,0,4,50,0,3,942,50,2500,0,16
1,0,4,52,2,4,1232,52,2704,4,16
0,1,3,38,5,3,1709,0,1444,25,9
0,1,9,37,1,3,1385,0,1369,1,81
0,1,7,39,4,5,1783,0,1521,16,49
1,0,6,53,4,6,1873,53,2809,16,36
1,0,7,54,4,5,1890,54,2916,16,49
1,0,5,50,0,6,1246,50,2500,0,25
1,0,2,51,3,4,1468,51,2601,9,4
1,0,2,51,2,4,1092,51,2601,4,4
1,0,4,52,2,5,1491,52,2704,4,16
0,1,5,38,4,4,1266,0,1444,16,25
1,0,2,50,1,3,906,50,2500,1,4
1,0,8,54,5,5,2370,54,2916,25,64
1,0,8,52,1,2,2171,52,2704,1,64
1,0,2,50,1,4,703,50,2500,1,4
1,0,4,52,2,5,1185,52,2704,4,16
1,0,2,51,2,3,1252,51,2601,4,4
1,0,5,52,2,5,2325,52,2704,4,25
0,1,4,37,3,4,1767,0,1369,9,16
0,1,5,39,7,4,2522,0,1521,49,25
1,0,2,51,3,4,948,51,2601,9,4
1,0,4,53,4,5,1738,53,2809,16,16
1,0,8,53,3,5,1566,53,2809,9,64
1,0,3,51,2,4,1134,51,2601,4,9
1,0,5,54,5,4,2083,54,2916,25,25
1,0,6,54,6,4,2016,54,2916,36,36
1,0,5,51,1,5,1277,51,2601,1,25
1,0,4,52,3,4,1595,52,2704,9,16
1,0,5,53,3,4,1475,53,2809,9,25
0,1,4,37,2,5,571,0,1369,4,16
0,1,7,38,3,4,1559,0,1444,9,49
1,0,4,51,1,4,1161,51,2601,1,16
0,1,9,40,5,3,2197,0,1600,25,81
0,1,6,37,2,3,1761,0,1369,4,36
1,0,5,53,4,4,1777,53,2809,16,25
1,0,6,54,5,3,1777,54,2916,25,36
1,0,4,51,1,3,1266,51,2601,1,16
1,0,2,49,0,6,1136,49,2401,0,4
1,0,4,53,5,3,1804,53,2809,25,16
1,0,6,52,1,6,1333,52,2704,1,36
1,0,5,53,4,3,1466,53,2809,16,25
1,0,8,54,5,2,2348,54,2916,25,64
1,0,2,53,6,4,1884,53,2809,36,4
1,0,6,52,1,2,1321,52,2704,1,36
1,0,5,53,3,4,1722,53,2809,9,25
1,0,5,50,0,3,1109,50,2500,0,25
0,1,3,38,5,4,1466,0,1444,25,9
1,0,3,50,0,4,1095,50,2500,0,9
0,1,1,36,3,4,835,0,1296,9,1
1,0,1,51,4,6,1586,51,2601,16,1
1,0,4,53,5,4,2070,53,2809,25,16
1,0,3,52,4,4,1558,52,2704,16,9
0,1,1,35,1,4,925,0,1225,1,1
0,1,7,39,5,4,1987,0,1521,25,49
0,1,5,37,2,3,1098,0,1369,4,25
1,0,6,54,6,5,2193,54,2916,36,36
1,0,5,52,2,3,1364,52,2704,4,25
1,0,1,49,0,5,840,49,2401,0,1
1,0,6,53,4,3,2033,53,2809,16,36
1,0,6,52,2,4,1952,52,2704,4,36
1,0,5,52,2,6,1782,52,2704,4,25
1,0,6,52,1,4,1499,52,2704,1,36
1,0,10,53,1,4,1800,53,2809,1,100
1,0,5,53,4,6,2179,53,2809,16,25
1,0,3,53,5,2,1893,53,2809,25,9
1,0,4,52,2,4,1221,52,2704,4,16
1,0,3,51,2,3,1861,51,2601,4,9
1,0,3,54,7,5,1716,54,2916,49,9
1,0,2,52,4,2,1296,52,2704,16,4
0,1,8,41,8,4,2202,0,1681,64,64
1,0,5,52,2,6,1046,52,2704,4,25
0,1,8,37,1,4,1280,0,1369,1,64
1,0,6,52,2,6,1689,52,2704,4,36
1,0,9,53,2,4,1778,53,2809,4,81
1,0,5,54,6,3,2286,54,2916,36,25
1,0,5,51,1,5,1127,51,2601,1,25
0,1,6,38,4,4,1746,0,1444,16,36
1,0,8,53,2,3,1753,53,2809,4,64
1,0,8,54,4,5,2048,54,2916,16,64
0,1,4,37,3,3,1433,0,1369,9,16
1,0,4,54,6,5,1919,54,2916,36,16
0,1,1,36,3,5,1346,0,1296,9,1
1,0,5,54,5,4,1758,54,2916,25,25
1,0,4,51,1,5,1214,51,2601,1,16
1,0,4,52,3,4,1716,52,2704,9,16
1,0,9,55,5,4,2763,55,3025,25,81
1,0,3,51,1,4,965,51,2601,1,9
1,0,2,51,3,5,1295,51,2601,9,4
1,0,4,53,5,4,2243,53,2809,25,16
1,0,8,53,2,3,1655,53,2809,4,64
1,0,6,52,1,4,1262,52,2704,1,36
0,1,4,38,5,3,1465,0,1444,25,16
1,0,2,51,2,1,1345,51,2601,4,4
0,1,3,35,0,5,1361,0,1225,0,9
1,0,4,53,5,5,1905,53,2809,25,16
1,0,4,53,4,4,1685,53,2809,16,16
1,0,6,52,1,4,1363,52,2704,1,36
1,0,7,53,3,4,1960,53,2809,9,49
0,1,6,38,4,3,1504,0,1444,16,36
1,0,5,53,4,6,1438,53,2809,16,25
1,0,7,54,4,6,1823,54,2916,16,49
1,0,3,51,2,5,1665,51,2601,4,9
1,0,7,54,4,4,2209,54,2916,16,49
1,0,5,51,1,5,1135,51,2601,1,25
1,0,5,53,3,3,1785,53,2809,9,25
1,0,4,52,3,3,1839,52,2704,9,16
0,1,4,37,3,3,1902,0,1369,9,16
1,0,7,53,2,4,1775,53,2809,4,49
1,0,4,55,9,4,2451,55,3025,81,16
1,0,5,52,2,5,1969,52,2704,4,25
1,0,5,52,2,5,991,52,2704,4,25
1,0,4,50,0,3,935,50,2500,0,16
1,0,2,51,2,5,1100,51,2601,4,4
1,0,7,53,3,6,1342,53,2809,9,49
0,1,5,38,3,4,1933,0,1444,9,25
1,0,3,50,0,4,1216,50,2500,0,9
1,0,10,54,4,3,2556,54,2916,16,100
1,0,4,51,1,3,1673,51,2601,1,16
1,0,9,54,4,5,2083,54,2916,16,81
1,0,6,54,5,5,1900,54,2916,25,36
1,0,4,52,2,4,1328,52,2704,4,16
1,0,6,52,2,5,1960,52,2704,4,36
1,0,4,51,1,5,1121,51,2601,1,16
1,0,6,51,0,4,1373,51,2601,0,36
0,1,4,38,4,4,1536,0,1444,16,16
1,0,7,53,2,3,1748,53,2809,4,49
0,1,5,36,1,4,1168,0,1296,1,25
1,0,4,51,1,5,1053,51,2601,1,16
0,1,3,37,3,5,1158,0,1369,9,9
1,0,9,52,1,5,2061,52,2704,1,81
0,1,3,37,3,4,1094,0,1369,9,9
1,0,6,52,1,2,1862,52,2704,1,36
1,0,4,53,4,3,1516,53,2809,16,16
0,1,0,34,3,5,1036,0,1156,9,0
1,0,4,52,3,4,1461,52,2704,9,16
1,0,4,52,3,4,1683,52,2704,9,16
0,1,4,37,3,4,1291,0,1369,9,16
0,1,5,36,1,5,1083,0,1296,1,25
1,0,4,52,3,5,1465,52,2704,9,16
1,0,8,53,2,3,1701,53,2809,4,64
0,1,3,35,0,3,854,0,1225,0,9
1,0,8,53,2,6,1480,53,2809,4,64
1,0,5,53,4,4,2092,53,2809,16,25
0,1,10,40,5,5,2422,0,1600,25,100
1,0,4,53,5,6,1998,53,2809,25,16
1,0,3,52,3,4,1683,52,2704,9,9
1,0,4,52,2,4,1358,52,2704,4,16
1,0,3,52,4,5,1521,52,2704,16,9
0,1,10,39,3,4,2066,0,1521,9,100
1,0,6,53,3,4,2062,53,2809,9,36
1,0,1,49,0,4,807,49,2401,0,1
1,0,8,52,1,4,1717,52,2704,1,64
1,0,3,53,5,4,1333,53,2809,25,9
1,0,12,54,2,4,2529,54,2916,4,144
1,0,8,53,3,5,2657,53,2809,9,64
1,0,7,51,0,4,1401,51,2601,0,49
0,1,1,37,5,4,1432,0,1369,25,1
0,1,4,39,6,4,1699,0,1521,36,16
0,1,6,38,4,3,1231,0,1444,16,36
1,0,4,52,3,6,1774,52,2704,9,16
1,0,4,54,6,5,2187,54,2916,36,16
0,1,6,37,2,3,1339,0,1369,4,36
1,0,4,52,3,3,1896,52,2704,9,16
1,0,2,50,1,4,1091,50,2500,1,4
1,0,3,50,0,4,1247,50,2500,0,9
0,1,6,38,3,5,1684,0,1444,9,36
1,0,3,51,2,4,1321,51,2601,4,9
1,0,8,52,1,3,1736,52,2704,1,64
1,0,3,53,5,4,1406,53,2809,25,9
1,0,3,52,3,3,1476,52,2704,9,9
1,0,6,54,5,2,2325,54,2916,25,36
1,0,5,55,9,5,2327,55,3025,81,25
1,0,6,53,4,6,2027,53,2809,16,36
0,1,6,38,4,3,1592,0,1444,16,36
1,0,7,52,1,3,2042,52,2704,1,49
1,0,5,50,0,2,957,50,2500,0,25
1,0,7,54,4,4,1923,54,2916,16,49
1,0,5,54,5,3,2089,54,2916,25,25
0,1,2,35,1,3,1145,0,1225,1,4
1,0,7,54,5,3,1807,54,2916,25,49
1,0,4,52,2,8,1480,52,2704,4,16
1,0,7,51,0,4,1309,51,2601,0,49
1,0,4,52,2,3,1288,52,2704,4,16
0,1,3,36,2,5,1260,0,1296,4,9
1,0,3,52,4,3,1575,52,2704,16,9
1,0,5,53,3,3,1591,53,2809,9,25
1,0,7,53,3,4,2101,53,2809,9,49
1,0,6,54,5,4,1796,54,2916,25,36
1,0,6,52,1,5,1375,52,2704,1,36
1,0,9,54,4,4,1906,54,2916,16,81
1,0,5,54,5,3,1676,54,2916,25,25
1,0,4,52,2,3,1341,52,2704,4,16
1,0,5,51,1,1,1256,51,2601,1,25
1,0,3,50,0,4,899,50,2500,0,9
1,0,5,54,5,4,2062,54,2916,25,25
0,1,3,37,3,4,2134,0,1369,9,9
0,1,4,37,2,5,1267,0,1369,4,16
0,1,9,40,6,3,2549,0,1600,36,81
1,0,5,54,5,5,1805,54,2916,25,25
1,0,2,51,2,6,1179,51,2601,4,4
1,0,5,54,5,5,2112,54,2916,25,25
1,0,5,51,1,4,1027,51,2601,1,25
1,0,4,52,2,4,1693,52,2704,4,16
0,1,6,37,2,3,1697,0,1369,4,36
1,0,3,52,4,4,1723,52,2704,16,9
1,0,4,53,4,5,1545,53,2809,16,16
1,0,4,53,4,6,1610,53,2809,16,16
1,0,4,52,2,4,1597,52,2704,4,16
1,0,3,53,5,5,1886,53,2809,25,9
1,0,6,55,7,4,2585,55,3025,49,36
0,1,2,36,2,5,1448,0,1296,4,4
0,1,7,38,3,5,1912,0,1444,9,49
1,0,3,52,4,4,1468,52,2704,16,9
0,1,1,37,5,3,1287,0,1369,25,1
1,0,1,51,4,5,1170,51,2601,16,1
1,0,8,52,1,4,1447,52,2704,1,64
0,1,5,38,3,3,1766,0,1444,9,25
1,0,4,52,2,4,1378,52,2704,4,16
0,1,2,34,0,4,527,0,1156,0,4
1,0,1,51,3,4,1444,51,2601,9,1
0,1,3,37,4,3,1246,0,1369,16,9
1,0,4,54,6,5,1960,54,2916,36,16
1,0,10,54,3,4,1779,54,2916,9,100
1,0,6,54,5,4,2286,54,2916,25,36
1,0,6,53,4,3,1762,53,2809,16,36
1,0,5,52,2,4,893,52,2704,4,25
0,1,3,36,1,4,1039,0,1296,1,9
1,0,4,53,5,4,1335,53,2809,25,16
1,0,2,50,1,5,1204,50,2500,1,4
1,0,12,56,6,3,2488,56,3136,36,144
1,0,5,54,5,6,2017,54,2916,25,25
1,0,7,52,1,5,1328,52,2704,1,49
1,0,5,53,3,2,1721,53,2809,9,25
1,0,5,54,5,6,1844,54,2916,25,25
0,1,4,37,3,4,1423,0,1369,9,16
1,0,3,52,4,4,1417,52,2704,16,9
1,0,9,55,5,4,2264,55,3025,25,81
1,0,1,51,4,5,967,51,2601,16,1
0,1,2,37,5,2,1357,0,1369,25,4
1,0,8,51,0,4,2061,51,2601,0,64
1,0,2,50,1,5,1014,50,2500,1,4
1,0,5,54,5,4,1600,54,2916,25,25
0,1,8,39,5,4,1797,0,1521,25,64
1,0,7,53,3,3,1875,53,2809,9,49
1,0,1,52,5,5,1134,52,2704,25,1
1,0,4,53,4,5,1216,53,2809,16,16
0,1,2,36,2,3,1185,0,1296,4,4
1,0,8,53,3,5,1899,53,2809,9,64
1,0,4,52,3,4,1635,52,2704,9,16
0,1,4,37,3,3,1640,0,1369,9,16
1,0,6,51,0,3,990,51,2601,0,36
1,0,4,53,5,4,2098,53,2809,25,16
1,0,4,53,5,6,1720,53,2809,25,16
1,0,6,52,2,5,1916,52,2704,4,36
1,0,3,51,1,5,832,51,2601,1,9
1,0,6,54,5,5,1870,54,2916,25,36
0,1,5,39,5,6,2199,0,1521,25,25
1,0,6,53,3,4,1272,53,2809,9,36
1,0,3,52,3,4,1420,52,2704,9,9
1,0,7,52,1,4,1642,52,2704,1,49
1,0,3,51,2,4,1451,51,2601,4,9
1,0,7,53,3,3,2153,53,2809,9,49
1,0,5,51,1,4,1524,51,2601,1,25
1,0,11,56,7,5,2726,56,3136,49,121
1,0,7,52,1,2,1512,52,2704,1,49
1,0,7,53,2,4,1625,53,2809,4,49
0,1,6,37,2,4,1593,0,1369,4,36
1,0,7,55,6,5,2115,55,3025,36,49
0,1,7,38,2,6,1411,0,1444,4,49
0,1,7,39,4,3,2112,0,1521,16,49
0,1,8,40,6,4,2093,0,1600,36,64
1,0,7,55,6,4,2475,55,3025,36,49
1,0,3,52,4,3,1876,52,2704,16,9
0,1,4,37,3,4,1172,0,1369,9,16
0,1,8,38,3,4,1760,0,1444,9,64
1,0,6,53,3,4,1627,53,2809,9,36
1,0,3,52,3,3,1042,52,2704,9,9
1,0,7,54,5,5,2367,54,2916,25,49
